category,group,name,name,default,shortDesc,longDesc,type,max,min,units,decimalPlaces,values,rebootRequired,bitmask,volatile,increment
Standard,Multicopter Position Control,CP_DIST,CP_DIST,-1,Minimum distance the vehicle should keep to all obstacles,Only used in Position mode. Collision avoidance is disabled by setting this parameter to a negative value,Float,15,-1,m,,,FALSE,,FALSE,
Standard,Multicopter Position Control,CP_GO_NO_DATA,CP_GO_NO_DATA,0,Boolean to allow moving into directions where there is no sensor data (outside FOV),Only used in Position mode.,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,Multicopter Position Control,CP_GUIDE_ANG,CP_GUIDE_ANG,30,Angle left/right from the commanded setpoint by which the collision prevention algorithm can choose to change the setpoint direction,Only used in Position mode.,Float,90,0,deg,,,FALSE,,FALSE,
Standard,Multicopter Position Control,MC_MAN_TILT_TAU,MC_MAN_TILT_TAU,0,Manual tilt input filter time constant,Setting this parameter to 0 disables the filter,Float,2,0,s,2,,FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_ACC_DECOUPLE,MPC_ACC_DECOUPLE,1,Acceleration to tilt coupling,Set to decouple tilt from vertical acceleration. This provides smoother flight but slightly worse tracking in position and auto modes. Unset if accurate position tracking during dynamic maneuvers is more important than a smooth flight.,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_ACC_DOWN_MAX,MPC_ACC_DOWN_MAX,3,Maximum downwards acceleration in climb rate controlled modes,,Float,15,2,m/s^2,1,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_ACC_HOR,MPC_ACC_HOR,3,Acceleration for autonomous and for manual modes,"When piloting manually, this parameter is only used in MPC_POS_MODE Acceleration based.",Float,15,2,m/s^2,1,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_ACC_HOR_MAX,MPC_ACC_HOR_MAX,5,Maximum horizontal acceleration,"MPC_POS_MODE 1 just deceleration 3 acceleration and deceleration 4 not used, use MPC_ACC_HOR instead",Float,15,2,m/s^2,2,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_ACC_UP_MAX,MPC_ACC_UP_MAX,4,Maximum upwards acceleration in climb rate controlled modes,,Float,15,2,m/s^2,1,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_ALT_MODE,MPC_ALT_MODE,2,Altitude reference mode,Set to 0 to control height relative to the earth frame origin. This origin may move up and down in flight due to sensor drift. Set to 1 to control height relative to estimated distance to ground. The vehicle will move up and down with terrain height variation. Requires a distance to ground sensor. The height controller will revert to using height above origin if the distance to ground estimate becomes invalid as indicated by the local_position.distance_bottom_valid message being false. Set to 2 to control height relative to ground (requires a distance sensor) when stationary and relative to earth frame origin when moving horizontally. The speed threshold is controlled by the MPC_HOLD_MAX_XY parameter.,Int32,2,0,,,"[{'description': 'Altitude following', 'value': 0}, {'description': 'Terrain following', 'value': 1}, {'description': 'Terrain hold', 'value': 2}]",FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_HOLD_DZ,MPC_HOLD_DZ,0.1,Deadzone for sticks in manual piloted modes,Does not apply to manual throttle and direct attitude piloting by stick.,Float,1,0,,2,,FALSE,,FALSE,0.01
Standard,Multicopter Position Control,MPC_HOLD_MAX_XY,MPC_HOLD_MAX_XY,0.8,Maximum horizontal velocity for which position hold is enabled (use 0 to disable check),Only used with MPC_POS_MODE Direct velocity or MPC_ALT_MODE 2,Float,3,0,m/s,2,,FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_HOLD_MAX_Z,MPC_HOLD_MAX_Z,0.6,Maximum vertical velocity for which position hold is enabled (use 0 to disable check),Only used with MPC_ALT_MODE 1,Float,3,0,m/s,2,,FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_JERK_AUTO,MPC_JERK_AUTO,4,Jerk limit in autonomous modes,Limit the maximum jerk of the vehicle (how fast the acceleration can change). A lower value leads to smoother vehicle motions but also limited agility.,Float,80,1,m/s^3,1,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_JERK_MAX,MPC_JERK_MAX,8,Maximum horizontal and vertical jerk in Position/Altitude mode,Limit the maximum jerk of the vehicle (how fast the acceleration can change). A lower value leads to smoother motions but limits agility (how fast it can change directions or break). Setting this to the maximum value essentially disables the limit. Only used with smooth MPC_POS_MODE Smoothed velocity and Acceleration based.,Float,500,0.5,m/s^3,0,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_LAND_ALT1,MPC_LAND_ALT1,10,Altitude for 1. step of slow landing (descend),"Below this altitude descending velocity gets limited to a value between ""MPC_Z_VEL_MAX_DN"" (or ""MPC_Z_V_AUTO_DN"") and ""MPC_LAND_SPEED"" Value needs to be higher than ""MPC_LAND_ALT2""",Float,122,0,m,1,,FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_LAND_ALT2,MPC_LAND_ALT2,5,Altitude for 2. step of slow landing (landing),"Below this altitude descending velocity gets limited to ""MPC_LAND_SPEED"" Value needs to be lower than ""MPC_LAND_ALT1""",Float,122,0,m,1,,FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_LAND_ALT3,MPC_LAND_ALT3,1,Altitude for 3. step of slow landing,"Below this altitude descending velocity gets limited to ""MPC_LAND_CRWL"", if LIDAR available. No effect if LIDAR not available",Float,122,0,m,1,,FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_LAND_CRWL,MPC_LAND_CRWL,0.3,Land crawl descend rate,Used below MPC_LAND_ALT3 if distance sensor data is availabe.,Float,,0.1,m/s,1,,FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_LAND_RADIUS,MPC_LAND_RADIUS,1000,User assisted landing radius,"When nudging is enabled (see MPC_LAND_RC_HELP), this controls the maximum allowed horizontal displacement from the original landing point.",Float,,0,m,0,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_LAND_RC_HELP,MPC_LAND_RC_HELP,0,Enable nudging based on user input during autonomous land routine,Using stick input the vehicle can be moved horizontally and yawed. The descend speed is amended: stick full up - 0 stick centered - MPC_LAND_SPEED stick full down - 2 * MPC_LAND_SPEED Manual override during auto modes has to be disabled to use this feature (see COM_RC_OVERRIDE).,Int32,1,0,,,"[{'description': 'Nudging disabled', 'value': 0}, {'description': 'Nudging enabled', 'value': 1}]",FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_LAND_SPEED,MPC_LAND_SPEED,0.7,Landing descend rate,,Float,,0.6,m/s,1,,FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_MANTHR_MIN,MPC_MANTHR_MIN,0.08,Minimum collective thrust in Stabilized mode,The value is mapped to the lowest throttle stick position in Stabilized mode. Too low collective thrust leads to loss of roll/pitch/yaw torque control authority. Airmode is used to keep torque authority with zero thrust (see MC_AIRMODE).,Float,1,0,norm,2,,FALSE,,FALSE,0.01
Standard,Multicopter Position Control,MPC_MAN_TILT_MAX,MPC_MAN_TILT_MAX,35,Maximal tilt angle in Stabilized or Altitude mode,,Float,70,1,deg,0,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_MAN_Y_MAX,MPC_MAN_Y_MAX,150,"Max manual yaw rate for Stabilized, Altitude, Position mode",,Float,400,0,deg/s,0,,FALSE,,FALSE,10
Standard,Multicopter Position Control,MPC_MAN_Y_TAU,MPC_MAN_Y_TAU,0.08,Manual yaw rate input filter time constant,Not used in Stabilized mode Setting this parameter to 0 disables the filter,Float,5,0,s,2,,FALSE,,FALSE,0.01
Standard,Multicopter Position Control,MPC_POS_MODE,MPC_POS_MODE,4,Position/Altitude mode variant,"The supported sub-modes are: - ""Direct velocity"": Sticks directly map to velocity setpoints without smoothing. Also applies to vertical direction and Altitude mode. Useful for velocity control tuning. - ""Smoothed velocity"": Sticks map to velocity but with maximum acceleration and jerk limits based on jerk optimized trajectory generator (different algorithm than 1). - ""Acceleration based"": Sticks map to acceleration and there's a virtual brake drag",Int32,,,,,"[{'description': 'Direct velocity', 'value': 0}, {'description': 'Smoothed velocity', 'value': 3}, {'description': 'Acceleration based', 'value': 4}]",FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_THR_CURVE,MPC_THR_CURVE,0,Thrust curve mapping in Stabilized Mode,"This parameter defines how the throttle stick input is mapped to collective thrust in Stabilized mode. In case the default is used ('Rescale to hover thrust'), the stick input is linearly rescaled, such that a centered stick corresponds to the hover throttle (see MPC_THR_HOVER). Select 'No Rescale' to directly map the stick 1:1 to the output. This can be useful in case the hover thrust is very low and the default would lead to too much distortion (e.g. if hover thrust is set to 20%, then 80% of the upper thrust range is squeezed into the upper half of the stick range). Note: In case MPC_THR_HOVER is set to 50%, the modes 0 and 1 are the same.",Int32,,,,,"[{'description': 'Rescale to hover thrust', 'value': 0}, {'description': 'No Rescale', 'value': 1}]",FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_THR_HOVER,MPC_THR_HOVER,0.5,Vertical thrust required to hover,Mapped to center throttle stick in Stabilized mode (see MPC_THR_CURVE). Used for initialization of the hover thrust estimator (see MPC_USE_HTE). The estimated hover thrust is used as base for zero vertical acceleration in altitude control. The hover thrust is important for land detection to work correctly.,Float,0.8,0.1,norm,2,,FALSE,,FALSE,0.01
Standard,Multicopter Position Control,MPC_THR_MAX,MPC_THR_MAX,1,Maximum collective thrust in climb rate controlled modes,Limit allowed thrust e.g. for indoor test of overpowered vehicle.,Float,1,0,norm,2,,FALSE,,FALSE,0.05
Standard,Multicopter Position Control,MPC_THR_MIN,MPC_THR_MIN,0.12,Minimum collective thrust in climb rate controlled modes,Too low thrust leads to loss of roll/pitch/yaw torque control authority. With airmode enabled this parameters can be set to 0 while still keeping torque authority (see MC_AIRMODE).,Float,0.5,0.05,norm,2,,FALSE,,FALSE,0.01
Standard,Multicopter Position Control,MPC_THR_XY_MARG,MPC_THR_XY_MARG,0.3,Horizontal thrust margin,Margin that is kept for horizontal control when higher priority vertical thrust is saturated. To avoid completely starving horizontal control with high vertical error.,Float,0.5,0,norm,2,,FALSE,,FALSE,0.01
Standard,Multicopter Position Control,MPC_TILTMAX_AIR,MPC_TILTMAX_AIR,45,Maximum tilt angle in air,Absolute maximum for all velocity or acceleration controlled modes. Any higher value is truncated.,Float,89,20,deg,0,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_TILTMAX_LND,MPC_TILTMAX_LND,12,Maximum tilt during inital takeoff ramp,Tighter tilt limit during takeoff to avoid tip over.,Float,89,5,deg,0,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_TKO_RAMP_T,MPC_TKO_RAMP_T,3,Smooth takeoff ramp time constant,Increasing this value will make climb rate controlled takeoff slower. If it's too slow the drone might scratch the ground and tip over. A time constant of 0 disables the ramp,Float,5,0,s,,,FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_TKO_SPEED,MPC_TKO_SPEED,1.5,Takeoff climb rate,,Float,5,1,m/s,2,,FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_USE_HTE,MPC_USE_HTE,1,Hover thrust estimator,Disable to use the fixed parameter MPC_THR_HOVER Enable to use the hover thrust estimator,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,Multicopter Position Control,MPC_VELD_LP,MPC_VELD_LP,5,Velocity derivative low pass cutoff frequency,A value of 0 disables the filter.,Float,50,0,Hz,1,,FALSE,,FALSE,0.5
Standard,Multicopter Position Control,MPC_VEL_LP,MPC_VEL_LP,0,Velocity low pass cutoff frequency,A value of 0 disables the filter.,Float,50,0,Hz,1,,FALSE,,FALSE,0.5
Standard,Multicopter Position Control,MPC_VEL_MANUAL,MPC_VEL_MANUAL,10,Maximum horizontal velocity setpoint in Position mode,"Must be smaller than MPC_XY_VEL_MAX. The maximum sideways and backward speed can be set differently using MPC_VEL_MAN_SIDE and MPC_VEL_MAN_BACK, respectively.",Float,20,3,m/s,1,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_VEL_MAN_BACK,MPC_VEL_MAN_BACK,-1,Maximum backward velocity in Position mode,If set to a negative value or larger than MPC_VEL_MANUAL then MPC_VEL_MANUAL is used.,Float,20,-1,m/s,1,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_VEL_MAN_SIDE,MPC_VEL_MAN_SIDE,-1,Maximum sideways velocity in Position mode,If set to a negative value or larger than MPC_VEL_MANUAL then MPC_VEL_MANUAL is used.,Float,20,-1,m/s,1,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_VEL_NF_BW,MPC_VEL_NF_BW,5,Velocity notch filter bandwidth,A value of 0 disables the filter.,Float,50,0,Hz,1,,FALSE,,FALSE,0.5
Standard,Multicopter Position Control,MPC_VEL_NF_FRQ,MPC_VEL_NF_FRQ,0,Velocity notch filter frequency,The center frequency for the 2nd order notch filter on the velocity. A value of 0 disables the filter.,Float,50,0,Hz,1,,FALSE,,FALSE,0.5
Standard,Multicopter Position Control,MPC_XY_CRUISE,MPC_XY_CRUISE,5,Default horizontal velocity in autonomous modes,"e.g. in Missions, RTL, Goto if the waypoint does not specify differently",Float,20,3,m/s,0,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_XY_ERR_MAX,MPC_XY_ERR_MAX,2,Maximum horizontal error allowed by the trajectory generator,"The integration speed of the trajectory setpoint is linearly reduced with the horizontal position tracking error. When the error is above this parameter, the integration of the trajectory is stopped to wait for the drone. This value can be adjusted depending on the tracking capabilities of the vehicle.",Float,10,0.1,,1,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_XY_MAN_EXPO,MPC_XY_MAN_EXPO,0.6,Manual position control stick exponential curve sensitivity,The higher the value the less sensitivity the stick has around zero while still reaching the maximum value with full stick deflection. 0 Purely linear input curve 1 Purely cubic input curve,Float,1,0,,2,,FALSE,,FALSE,0.01
Standard,Multicopter Position Control,MPC_XY_P,MPC_XY_P,0.95,Proportional gain for horizontal position error,Defined as corrective velocity in m/s per m position error,Float,2,0,,2,,FALSE,,FALSE,0.1
Standard,Multicopter Position Control,MPC_XY_TRAJ_P,MPC_XY_TRAJ_P,0.5,Proportional gain for horizontal trajectory position error,,Float,1,0.1,,1,,FALSE,,FALSE,0.1
Standard,Multicopter Position Control,MPC_XY_VEL_ALL,MPC_XY_VEL_ALL,-10,Overall Horizontal Velocity Limit,"If set to a value greater than zero, other parameters are automatically set (such as MPC_XY_VEL_MAX or MPC_VEL_MANUAL). If set to a negative value, the existing individual parameters are used.",Float,20,-20,,1,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_XY_VEL_D_ACC,MPC_XY_VEL_D_ACC,0.2,Differential gain for horizontal velocity error,Defined as corrective acceleration in m/s^2 per m/s^2 velocity derivative,Float,2,0.1,,2,,FALSE,,FALSE,0.02
Standard,Multicopter Position Control,MPC_XY_VEL_I_ACC,MPC_XY_VEL_I_ACC,0.4,Integral gain for horizontal velocity error,Defined as correction acceleration in m/s^2 per m velocity integral Allows to eliminate steady state errors in disturbances like wind.,Float,60,0,,2,,FALSE,,FALSE,0.02
Standard,Multicopter Position Control,MPC_XY_VEL_MAX,MPC_XY_VEL_MAX,12,Maximum horizontal velocity,Absolute maximum for all velocity controlled modes. Any higher value is truncated.,Float,20,0,m/s,1,,FALSE,,FALSE,1
Standard,Multicopter Position Control,MPC_XY_VEL_P_ACC,MPC_XY_VEL_P_ACC,1.8,Proportional gain for horizontal velocity error,Defined as corrective acceleration in m/s^2 per m/s velocity error,Float,5,1.2,,2,,FALSE,,FALSE,0.1
Standard,Multicopter Position Control,MPC_YAW_EXPO,MPC_YAW_EXPO,0.6,Manual control stick yaw rotation exponential curve,The higher the value the less sensitivity the stick has around zero while still reaching the maximum value with full stick deflection. 0 Purely linear input curve 1 Purely cubic input curve,Float,1,0,,2,,FALSE,,FALSE,0.01
Standard,Multicopter Position Control,MPC_Z_MAN_EXPO,MPC_Z_MAN_EXPO,0.6,Manual control stick vertical exponential curve,The higher the value the less sensitivity the stick has around zero while still reaching the maximum value with full stick deflection. 0 Purely linear input curve 1 Purely cubic input curve,Float,1,0,,2,,FALSE,,FALSE,0.01
Standard,Multicopter Position Control,MPC_Z_P,MPC_Z_P,1,Proportional gain for vertical position error,Defined as corrective velocity in m/s per m position error,Float,1.5,0.1,,2,,FALSE,,FALSE,0.1
Standard,Multicopter Position Control,MPC_Z_VEL_ALL,MPC_Z_VEL_ALL,-3,Overall Vertical Velocity Limit,"If set to a value greater than zero, other parameters are automatically set (such as MPC_Z_VEL_MAX_UP or MPC_LAND_SPEED). If set to a negative value, the existing individual parameters are used.",Float,8,-3,,1,,FALSE,,FALSE,0.5
Standard,Multicopter Position Control,MPC_Z_VEL_D_ACC,MPC_Z_VEL_D_ACC,0,Differential gain for vertical velocity error,Defined as corrective acceleration in m/s^2 per m/s^2 velocity derivative,Float,2,0,,2,,FALSE,,FALSE,0.02
